Channel_1,Channel_2,Channel_3,Channel_4,Timestamp
805.8607788085938,792.5640869140625,812.3076782226562,808.6813354492188,1736990069014319.0
787.7289428710938,798.6080322265625,805.8607788085938,809.4871826171875,1736990069014341.0
798.2051391601562,806.6666870117188,796.5933837890625,821.1721801757812,1736990069014352.0
800.6226806640625,802.6373901367188,782.087890625,813.5164794921875,1736990069014419.0
780.879150390625,790.5494384765625,795.3846435546875,798.6080322265625,1736990069014440.0
784.5054931640625,794.981689453125,786.5201416015625,799.8168334960938,1736990069014470.0
783.2966918945312,796.5933837890625,807.87548828125,792.1611938476562,1736990069014516.0
768.7911987304688,792.5640869140625,811.5018310546875,770.4029541015625,1736990069014530.0
794.5787353515625,800.6226806640625,778.05859375,803.4432373046875,1736990069014486.0
765.1648559570312,792.1611938476562,781.2820434570312,774.8351440429688,1736990069014541.0
777.6557006835938,799.4139404296875,763.9560546875,795.3846435546875,1736990069014551.0
786.923095703125,786.923095703125,794.981689453125,792.967041015625,1736990069014559.0
799.010986328125,782.087890625,823.99267578125,801.4285888671875,1736990069079226.0
799.010986328125,790.1465454101562,826.4102783203125,806.2637329101562,1736990069079275.0
773.6264038085938,793.3699340820312,809.89013671875,789.7435913085938,1736990069080040.0
771.6116943359375,793.3699340820312,798.2051391601562,788.5347900390625,1736990069080082.0
799.8168334960938,803.040283203125,794.1758422851562,804.2490844726562,1736990069080096.0
824.7985229492188,805.4578857421875,774.4322509765625,815.5311279296875,1736990069080105.0
819.96337890625,810.6959838867188,768.3883056640625,814.3223266601562,1736990069080120.0
791.3552856445312,803.8461303710938,782.893798828125,807.4725341796875,1736990069080130.0
786.923095703125,794.1758422851562,796.996337890625,805.054931640625,1736990069080138.0
809.89013671875,799.010986328125,803.040283203125,808.2783813476562,1736990069080147.0
823.99267578125,804.6520385742188,813.91943359375,811.90478515625,1736990069080156.0
813.5164794921875,796.1904907226562,822.3809814453125,811.098876953125,1736990069080167.0
781.6849975585938,776.8497924804688,808.6813354492188,800.6226806640625,1736990069143208.0
